iter	Logloss
433	0.4599146722
434	0.4598634327
435	0.4596944806
436	0.4596018032
437	0.4595607128
438	0.4594424025
439	0.4593801192
440	0.4592881936
441	0.4592542943
442	0.4592216954
443	0.459149098
444	0.459124847
445	0.4590748538
446	0.4590369339
447	0.4589061986
448	0.4588923813
449	0.4588258246
450	0.4587422853
451	0.4587147109
452	0.4586916515
453	0.4586442124
454	0.4586103685
455	0.4584554259
456	0.4583853183
457	0.4583552335
458	0.4583279533
459	0.4582912805
460	0.4582422035
461	0.4580857021
462	0.4580473474
463	0.45802981
464	0.4580277701
465	0.4579816101
466	0.4578461319
467	0.4578223907
468	0.4577944125
469	0.4577688127
470	0.4576835084
471	0.4575807839
472	0.4575552864
473	0.457381948
474	0.4573115214
475	0.4573017539
476	0.4572328625
477	0.4571647396
478	0.4570725886
479	0.4570343811
480	0.4570148611
481	0.4569975209
482	0.4569832915
483	0.4569285689
484	0.4568843049
485	0.4567743279
486	0.4566832956
487	0.4566504137
488	0.4565193841
489	0.456409985
490	0.4562338171
491	0.4561955938
492	0.4560959204
493	0.4560764175
494	0.4560568946
495	0.4560520262
496	0.4560276395
497	0.4559691078
498	0.4558956918
499	0.4558628572
500	0.4557728716
501	0.4556659121
502	0.4556658471
503	0.4555027305
504	0.455470596
505	0.4553716484
506	0.4553368059
507	0.4553147727
508	0.4552710417
509	0.4551876183
510	0.4551489565
511	0.4551122038
512	0.4550383753
513	0.4550210638
514	0.4550020959
515	0.4548681221
516	0.4548338477
517	0.4548328997
518	0.4548052678
519	0.4546913779
520	0.4546548411
521	0.454602019
522	0.4544595057
523	0.4544200594
524	0.4543377706
525	0.4542992618
526	0.4542970483
527	0.4542257968
528	0.4540544804
529	0.4540162794
530	0.4539891706
531	0.4538979925
532	0.4538732089
533	0.4538170739
534	0.4537522972
535	0.4537134114
536	0.4536563208
537	0.4535135883
538	0.4534490847
539	0.453425553
540	0.4533962716
541	0.4533241221
542	0.4532904396
543	0.4532685316
544	0.453171146
545	0.4530005997
546	0.4529713294
547	0.4529582932
548	0.4528978195
549	0.4526967199
550	0.4526835191
551	0.4526428987
552	0.4526024946
553	0.4524903832
554	0.4524728639
555	0.4524397769
556	0.4523845902
557	0.4522383495
558	0.4522261472
559	0.4521263492
560	0.4520899597
561	0.452081912
562	0.4520253266
563	0.451929283
564	0.4518763221
565	0.45185322
566	0.4518164409
567	0.4517829751
568	0.4516729282
569	0.4516057317
570	0.451572646
571	0.4514990578
572	0.4514150697
573	0.4513135643
574	0.4512843731
575	0.4512347632
576	0.4512136177
577	0.4511815508
578	0.4511808339
579	0.4511684549
580	0.4511471386
581	0.4510744533
582	0.4510258573
583	0.4510017317
584	0.450910038
585	0.4508695663
586	0.450854024
587	0.4507987216
588	0.4507746467
589	0.4506369136
590	0.4504975362
591	0.4504922219
592	0.4504770494
593	0.4504548719
594	0.4503945851
595	0.4503714688
596	0.4503508047
597	0.4503152205
598	0.4502569935
599	0.4502322519
600	0.4501867592
601	0.450165423
602	0.4501446123
603	0.4500641347
604	0.4500550498
605	0.4500155824
606	0.4498474423
607	0.4498400638
608	0.4496854962
609	0.4496503006
610	0.44963309
611	0.4495756608
612	0.4495645484
613	0.4495327182
614	0.449464734
615	0.4494566157
616	0.4494381749
617	0.4493439305
618	0.4492961225
619	0.4492262912
620	0.4491657395
621	0.4490550043
622	0.4490160805
623	0.4490088895
624	0.4490070288
625	0.4489884151
626	0.4489387568
627	0.4489121209
628	0.4488742134
629	0.4488294947
630	0.4487406865
631	0.4487324016
632	0.4486675206
633	0.4486158301
634	0.4485518314
635	0.4485438675
636	0.4485074766
637	0.4484542864
638	0.4483967809
639	0.4483521854
640	0.4483396405
641	0.4483274644
642	0.4482686814
643	0.4482307172
644	0.4482207943
645	0.4481261662
646	0.4479820106
647	0.4479814816
648	0.4478834728
649	0.447855308
650	0.4478260475
651	0.4477997861
652	0.4477508323
653	0.4476987964
654	0.4476153619
655	0.4475406589
656	0.4475219526
657	0.4473888739
658	0.4473575642
659	0.4472752263
660	0.4471962314
661	0.4471172933
662	0.4469960714
663	0.4469451649
664	0.446879971
665	0.4467569718
666	0.4466456884
667	0.446632443
668	0.4465733068
669	0.4465294053
670	0.4464614252
671	0.446420896
672	0.4464200142
673	0.4463993301
674	0.4463741998
675	0.44635402
676	0.4463218649
677	0.4462810776
678	0.4462726706
679	0.4462585268
680	0.4462509928
681	0.4462233972
682	0.4461516284
683	0.4461214956
684	0.4460755474
685	0.4459388307
686	0.4458938591
687	0.4458808178
688	0.4458681866
689	0.4458498916
690	0.445766124
691	0.4456976161
692	0.4456515144
693	0.4456273962
694	0.4454827477
695	0.445463679
696	0.445377629
697	0.4453480469
698	0.4453437367
699	0.4452045395
700	0.4451956998
701	0.4451804379
702	0.4451499011
703	0.4451087397
704	0.4450695774
705	0.4450313957
706	0.4449879527
707	0.4449442167
708	0.4448740629
709	0.4448326339
710	0.4447915847
711	0.4447344724
712	0.4447317072
713	0.4446863061
714	0.4446236837
715	0.4446131568
716	0.44456941
717	0.4445161
718	0.4444453278
719	0.4443747506
720	0.4443480161
721	0.4443345134
722	0.4442887844
723	0.4441882257
724	0.4441104741
725	0.4440322239
726	0.4439546291
727	0.4439365416
728	0.4439039297
729	0.4438361646
730	0.4438089629
731	0.4436975888
732	0.4436895315
733	0.4436195753
734	0.4436000637
735	0.443486123
736	0.4434810318
737	0.4434558053
738	0.4434401047
739	0.443419092
740	0.4433448046
741	0.4432218548
742	0.443154189
743	0.4431267005
744	0.4430770892
745	0.4430563091
746	0.4430419903
747	0.4430335851
748	0.4429138202
749	0.4428933747
750	0.4427809933
751	0.4426893834
752	0.4425411715
753	0.4423732409
754	0.4423574033
755	0.4422932219
756	0.4422201061
757	0.4421555093
758	0.4421240264
759	0.4420964344
760	0.4420001401
761	0.4419741468
762	0.4419162227
763	0.4418393299
764	0.4417297344
765	0.4417087742
766	0.4417023658
767	0.4416243471
768	0.4416198645
769	0.4414423903
770	0.4413282465
771	0.441272023
772	0.4412583669
773	0.4412332002
774	0.4411548432
775	0.4410475019
776	0.4410254025
777	0.4408783465
778	0.4408446767
779	0.4408170193
780	0.4407901229
781	0.4407537618
782	0.4407368475
783	0.4407139315
784	0.4406476215
785	0.4406006097
786	0.4405396441
787	0.4405273262
788	0.4404997987
789	0.4404464245
790	0.4404007231
791	0.4403458378
792	0.4402364026
793	0.4401882871
794	0.4401500747
795	0.4401101255
796	0.4400194512
797	0.4400140805
798	0.4399489054
799	0.439870184
800	0.4398173532
801	0.4397662867
802	0.4397274976
803	0.4397067294
804	0.4396411204
805	0.4395464764
806	0.4395105079
807	0.4394986835
808	0.4393916815
809	0.4393487939
810	0.4392843027
811	0.4392690951
812	0.4392171771
813	0.4391894436
814	0.4391531108
815	0.4391428722
816	0.4390449225
817	0.4390000266
818	0.4389634598
819	0.438906085
820	0.4388765832
821	0.4387907623
822	0.4387210315
823	0.438637904
824	0.4385696476
825	0.4385537952
826	0.4385316304
827	0.4384956691
828	0.4383493777
829	0.4383409954
830	0.4383070595
831	0.4382370312
832	0.4382238199
833	0.4382101915
834	0.4381814921
835	0.4381632649
836	0.4380386193
837	0.4379436022
838	0.4379217832
839	0.4379059241
840	0.4377420904
841	0.4376159307
842	0.4375953659
843	0.437579587
844	0.4375394675
845	0.4375095458
846	0.4374987831
847	0.4373687765
848	0.4373581451
849	0.4373487095
850	0.4372857831
851	0.4372578965
852	0.4372403926
853	0.4371908484
854	0.4371125
855	0.4369971457
856	0.4369305644
857	0.4368354144
858	0.4367629803
859	0.4367179549
860	0.4365837894
861	0.436538936
862	0.4364440043
863	0.43636449
864	0.4363251149
865	0.4362671992
866	0.4362137372
867	0.4361181466
868	0.436084877
869	0.4360312059
870	0.4359843449
871	0.4359229687
872	0.4358861602
873	0.4358477422
874	0.4358421279
875	0.4357998723
876	0.4357560732
877	0.4356979717
878	0.4356882104
879	0.4356637413
880	0.4356583041
881	0.4356478256
882	0.4355954719
883	0.435552062
884	0.4354306448
885	0.435337197
886	0.4353123031
887	0.4352521496
888	0.4352424456
889	0.4351316216
890	0.435058973
891	0.4350383999
892	0.4349949342
893	0.4348844228
894	0.4348454476
895	0.4348107452
896	0.4347762855
897	0.434748086
898	0.4346307929
899	0.4345884464
900	0.434541579
901	0.4345118011
902	0.4344936638
903	0.4344802788
904	0.4344765875
905	0.4344348396
906	0.4343058874
907	0.4343023916
908	0.4342257677
909	0.4342033613
910	0.4341128199
911	0.4340279022
912	0.4339687899
913	0.4339195443
914	0.4339056428
915	0.4338629261
916	0.433751338
917	0.4337351728
918	0.4336808859
919	0.4336424237
920	0.4335919734
921	0.433574688
922	0.4334382604
923	0.4334152503
924	0.4333502225
925	0.4333307747
926	0.4332658283
927	0.4331759986
928	0.4331059472
929	0.4330580967
930	0.4330501335
931	0.4330239418
932	0.4329863338
933	0.4329827708
934	0.4328962814
935	0.4328521519
936	0.4328189669
937	0.4327964156
938	0.4327850689
939	0.4327403139
940	0.4327384898
941	0.4326448556
942	0.4326196113
943	0.432575159
944	0.4325229844
945	0.4323944949
946	0.4323664695
947	0.4323163665
948	0.4322972933
949	0.432276554
950	0.4322624842
951	0.4322095233
952	0.4321785346
953	0.432173807
954	0.4321501448
955	0.4320961315
956	0.4320824709
957	0.4320689342
958	0.4320408681
959	0.4320278308
960	0.4320106166
961	0.4319688876
962	0.4319200724
963	0.4318763592
964	0.4318675389
965	0.4318563681
966	0.431689515
967	0.4316403066
968	0.431622907
969	0.4316047527
970	0.4315753371
971	0.4315574886
972	0.4315257889
973	0.431519497
974	0.4314643369
975	0.4314426739
976	0.4313994222
977	0.4313865183
978	0.4313296374
979	0.4312571679
980	0.4312138867
981	0.431144844
982	0.4311042363
983	0.4310567802
984	0.431047262
985	0.4310355879
986	0.4309764808
987	0.4308677097
988	0.43077392
989	0.430738226
990	0.4307187602
991	0.4306465192
992	0.430599412
993	0.4304878617
994	0.4304568493
995	0.4304252607
996	0.430373103
997	0.4302263254
998	0.4301641522
999	0.4301612988
